OrderID,ContactName,Country,Freight,NewFreight
10477,Isabel de Castro,Portugal,13.0200,13.6710
11007,Isabel de Castro,Portugal,202.2400,212.3520
10261,Bernardo Batista,Brazil,3.0500,3.2025
10291,Bernardo Batista,Brazil,6.4000,6.7200
10379,Bernardo Batista,Brazil,45.0300,47.2815
10421,Bernardo Batista,Brazil,99.2300,104.1915
10587,Bernardo Batista,Brazil,62.5200,65.6460
10647,Bernardo Batista,Brazil,45.5400,47.8170
10720,Bernardo Batista,Brazil,9.5300,10.0065
10794,Bernardo Batista,Brazil,21.4900,22.5645
10989,Bernardo Batista,Brazil,34.7600,36.4980
10372,LÃºcia Carvalho,Brazil,890.7800,935.3190
10406,LÃºcia Carvalho,Brazil,108.0400,113.4420
10487,LÃºcia Carvalho,Brazil,71.0700,74.6235
10637,LÃºcia Carvalho,Brazil,201.2900,211.3545
10659,LÃºcia Carvalho,Brazil,105.8100,111.1005
10704,LÃºcia Carvalho,Brazil,4.7800,5.0190
10728,LÃºcia Carvalho,Brazil,58.3300,61.2465
10786,LÃºcia Carvalho,Brazil,110.8700,116.4135
10868,LÃºcia Carvalho,Brazil,191.2700,200.8335
10913,LÃºcia Carvalho,Brazil,33.0500,34.7025
10914,LÃºcia Carvalho,Brazil,21.1900,22.2495
10961,LÃºcia Carvalho,Brazil,104.4700,109.6935
11068,LÃºcia Carvalho,Brazil,81.7500,85.8375
10273,Horst Kloss,Germany,76.0700,83.6770
10285,Horst Kloss,Germany,76.8300,84.5130
10286,Horst Kloss,Germany,229.2400,252.1640
10313,Horst Kloss,Germany,1.9600,2.1560
10345,Horst Kloss,Germany,249.0600,273.9660
10361,Horst Kloss,Germany,183.1700,201.4870
10418,Horst Kloss,Germany,17.5500,19.3050
10451,Horst Kloss,Germany,189.0900,207.9990
10515,Horst Kloss,Germany,204.4700,224.9170
10527,Horst Kloss,Germany,41.9000,46.0900
10540,Horst Kloss,Germany,1007.6400,1108.4040
10549,Horst Kloss,Germany,171.2400,188.3640
10588,Horst Kloss,Germany,194.6700,214.1370
10658,Horst Kloss,Germany,364.1500,400.5650
10691,Horst Kloss,Germany,810.0500,891.0550
10694,Horst Kloss,Germany,398.3600,438.1960
10721,Horst Kloss,Germany,48.9200,53.8120
10745,Horst Kloss,Germany,3.5200,3.8720
10765,Horst Kloss,Germany,42.7400,47.0140
10788,Horst Kloss,Germany,42.7000,46.9700
10845,Horst Kloss,Germany,212.9800,234.2780
10865,Horst Kloss,Germany,348.1400,382.9540
10878,Horst Kloss,Germany,46.6900,51.3590
10938,Horst Kloss,Germany,31.8900,35.0790
10962,Horst Kloss,Germany,275.7900,303.3690
10991,Horst Kloss,Germany,38.5100,42.3610
10996,Horst Kloss,Germany,1.1200,1.2320
11021,Horst Kloss,Germany,297.1800,326.8980
10448,Sergio GutiÃ©rrez,Argentina,38.8200,40.7610
10716,Sergio GutiÃ©rrez,Argentina,22.5700,23.6985
10828,Sergio GutiÃ©rrez,Argentina,90.8500,95.3925
10916,Sergio GutiÃ©rrez,Argentina,63.7700,66.9585
11019,Sergio GutiÃ©rrez,Argentina,3.1700,3.3285
10262,Paula Wilson,USA,48.2900,55.5335
10272,Paula Wilson,USA,98.0300,112.7345
10294,Paula Wilson,USA,147.2600,169.3490
10314,Paula Wilson,USA,74.1600,85.2840
10316,Paula Wilson,USA,150.1500,172.6725
10346,Paula Wilson,USA,142.0800,163.3920
10401,Paula Wilson,USA,12.5100,14.3865
10479,Paula Wilson,USA,708.9500,815.2925
10564,Paula Wilson,USA,13.7500,15.8125
10569,Paula Wilson,USA,58.9800,67.8270
10598,Paula Wilson,USA,44.4200,51.0830
10761,Paula Wilson,USA,18.6600,21.4590
10820,Paula Wilson,USA,37.5200,43.1480
10852,Paula Wilson,USA,174.0500,200.1575
10889,Paula Wilson,USA,280.6100,322.7015
10988,Paula Wilson,USA,61.1400,70.3110
11000,Paula Wilson,USA,55.1200,63.3880
11077,Paula Wilson,USA,8.5300,9.8095
10288,Maurizio Moroni,Italy,7.4500,7.8225
10428,Maurizio Moroni,Italy,11.0900,11.6445
10443,Maurizio Moroni,Italy,13.9500,14.6475
10562,Maurizio Moroni,Italy,22.9500,24.0975
10586,Maurizio Moroni,Italy,0.4800,0.5040
10655,Maurizio Moroni,Italy,4.4100,4.6305
10727,Maurizio Moroni,Italy,89.9000,94.3950
10812,Maurizio Moroni,Italy,59.7800,62.7690
10908,Maurizio Moroni,Italy,32.9600,34.6080
10942,Maurizio Moroni,Italy,17.9500,18.8475
11010,Maurizio Moroni,Italy,28.7100,30.1455
11062,Maurizio Moroni,Italy,29.9300,31.4265
10287,Janete Limeira,Brazil,12.7600,13.3980
10299,Janete Limeira,Brazil,29.7600,31.2480
10447,Janete Limeira,Brazil,68.6600,72.0930
10481,Janete Limeira,Brazil,64.3300,67.5465
10563,Janete Limeira,Brazil,60.4300,63.4515
10622,Janete Limeira,Brazil,50.9700,53.5185
10648,Janete Limeira,Brazil,14.2500,14.9625
10813,Janete Limeira,Brazil,47.3800,49.7490
10851,Janete Limeira,Brazil,160.5500,168.5775
10877,Janete Limeira,Brazil,38.0600,39.9630
11059,Janete Limeira,Brazil,85.8000,90.0900
10255,Michael Holz,Switzerland,148.3300,155.7465
10419,Michael Holz,Switzerland,137.3500,144.2175
10537,Michael Holz,Switzerland,78.8500,82.7925
10666,Michael Holz,Switzerland,232.4200,244.0410
10751,Michael Holz,Switzerland,130.7900,137.3295
10758,Michael Holz,Switzerland,138.1700,145.0785
10931,Michael Holz,Switzerland,13.6000,14.2800
10951,Michael Holz,Switzerland,30.8500,32.3925
11033,Michael Holz,Switzerland,84.7400,88.9770
11075,Michael Holz,Switzerland,6.1900,6.4995
10281,Alejandra Camino,Spain,2.9400,3.0870
10282,Alejandra Camino,Spain,12.6900,13.3245
10306,Alejandra Camino,Spain,7.5600,7.9380
10917,Alejandra Camino,Spain,8.2900,8.7045
11013,Alejandra Camino,Spain,32.9900,34.6395
10387,Jonas Bergulfsen,Norway,93.6300,98.3115
10520,Jonas Bergulfsen,Norway,13.3700,14.0385
10639,Jonas Bergulfsen,Norway,38.6400,40.5720
10831,Jonas Bergulfsen,Norway,72.1900,75.7995
10909,Jonas Bergulfsen,Norway,53.0500,55.7025
11015,Jonas Bergulfsen,Norway,4.6200,4.8510
10324,Jose Pavarotti,USA,214.2700,246.4105
10393,Jose Pavarotti,USA,126.5600,145.5440
10398,Jose Pavarotti,USA,89.1600,102.5340
10440,Jose Pavarotti,USA,86.5300,99.5095
10452,Jose Pavarotti,USA,140.2600,161.2990
10510,Jose Pavarotti,USA,367.6300,422.7745
10555,Jose Pavarotti,USA,252.4900,290.3635
10603,Jose Pavarotti,USA,48.7700,56.0855
10607,Jose Pavarotti,USA,200.2400,230.2760
10612,Jose Pavarotti,USA,544.0800,625.6920
10627,Jose Pavarotti,USA,107.4600,123.5790
10657,Jose Pavarotti,USA,352.6900,405.5935
10678,Jose Pavarotti,USA,388.9800,447.3270
10700,Jose Pavarotti,USA,65.1000,74.8650
10711,Jose Pavarotti,USA,52.4100,60.2715
10713,Jose Pavarotti,USA,167.0500,192.1075
10714,Jose Pavarotti,USA,24.4900,28.1635
10722,Jose Pavarotti,USA,74.5800,85.7670
10748,Jose Pavarotti,USA,232.5500,267.4325
10757,Jose Pavarotti,USA,8.1900,9.4185
10815,Jose Pavarotti,USA,14.6200,16.8130
10847,Jose Pavarotti,USA,487.5700,560.7055
10882,Jose Pavarotti,USA,23.1000,26.5650
10894,Jose Pavarotti,USA,116.1300,133.5495
10941,Jose Pavarotti,USA,400.8100,460.9315
10983,Jose Pavarotti,USA,657.5400,756.1710
10984,Jose Pavarotti,USA,211.2200,242.9030
11002,Jose Pavarotti,USA,141.1600,162.3340
11030,Jose Pavarotti,USA,830.7500,955.3625
11031,Jose Pavarotti,USA,227.2200,261.3030
11064,Jose Pavarotti,USA,30.0900,34.6035
10359,Hari Kumar,UK,288.4300,302.8515
10377,Hari Kumar,UK,22.2100,23.3205
10388,Hari Kumar,UK,34.8600,36.6030
10472,Hari Kumar,UK,4.2000,4.4100
10523,Hari Kumar,UK,77.6300,81.5115
10547,Hari Kumar,UK,178.4300,187.3515
10800,Hari Kumar,UK,137.4400,144.3120
10804,Hari Kumar,UK,27.3300,28.6965
10869,Hari Kumar,UK,143.2800,150.4440
10341,Jytte Petersen,Denmark,26.7800,28.1190
10417,Jytte Petersen,Denmark,70.2900,73.8045
10556,Jytte Petersen,Denmark,9.8000,10.2900
10642,Jytte Petersen,Denmark,41.8900,43.9845
10669,Jytte Petersen,Denmark,24.3900,25.6095
10802,Jytte Petersen,Denmark,257.2600,270.1230
11074,Jytte Petersen,Denmark,18.4400,19.3620
10738,Dominique Perrier,France,2.9100,3.2010
10907,Dominique Perrier,France,9.1900,10.1090
10964,Dominique Perrier,France,87.3800,96.1180
11043,Dominique Perrier,France,8.8000,9.6800
10271,Art Braunschweiger,USA,4.5400,5.2210
10329,Art Braunschweiger,USA,191.6700,220.4205
10349,Art Braunschweiger,USA,8.6300,9.9245
10369,Art Braunschweiger,USA,195.6800,225.0320
10385,Art Braunschweiger,USA,30.9600,35.6040
10432,Art Braunschweiger,USA,4.3400,4.9910
10756,Art Braunschweiger,USA,73.2100,84.1915
10821,Art Braunschweiger,USA,36.6800,42.1820
10974,Art Braunschweiger,USA,12.9600,14.9040
10252,Pascale Cartrain,Belgium,51.3000,56.4300
10302,Pascale Cartrain,Belgium,6.2700,6.8970
10458,Pascale Cartrain,Belgium,147.0600,161.7660
10463,Pascale Cartrain,Belgium,14.7800,16.2580
10475,Pascale Cartrain,Belgium,68.5200,75.3720
10767,Pascale Cartrain,Belgium,1.5900,1.7490
10841,Pascale Cartrain,Belgium,424.3000,466.7300
10846,Pascale Cartrain,Belgium,56.4600,62.1060
10885,Pascale Cartrain,Belgium,5.6400,6.2040
10930,Pascale Cartrain,Belgium,15.5500,17.1050
11035,Pascale Cartrain,Belgium,0.1700,0.1870
11038,Pascale Cartrain,Belgium,29.5900,32.5490
10310,Liz Nixon,USA,17.5200,20.1480
10708,Liz Nixon,USA,2.9600,3.4040
10805,Liz Nixon,USA,237.3400,272.9410
10992,Liz Nixon,USA,4.2700,4.9105
10624,Liu Wong,USA,94.8000,109.0200
10775,Liu Wong,USA,20.2500,23.2875
11003,Liu Wong,USA,14.9100,17.1465
10249,Karin Josephs,Germany,11.6100,12.7710
10438,Karin Josephs,Germany,8.2400,9.0640
10446,Karin Josephs,Germany,14.6800,16.1480
10548,Karin Josephs,Germany,1.4300,1.5730
10608,Karin Josephs,Germany,27.7900,30.5690
10967,Karin Josephs,Germany,62.2200,68.4420
10276,Miguel Angel Paolino,Mexico,13.8400,14.5320
10293,Miguel Angel Paolino,Mexico,21.1800,22.2390
10304,Miguel Angel Paolino,Mexico,63.7900,66.9795
10319,Miguel Angel Paolino,Mexico,64.5000,67.7250
10518,Miguel Angel Paolino,Mexico,218.1500,229.0575
10576,Miguel Angel Paolino,Mexico,18.5600,19.4880
10676,Miguel Angel Paolino,Mexico,2.0100,2.1105
10842,Miguel Angel Paolino,Mexico,54.4200,57.1410
10915,Miguel Angel Paolino,Mexico,3.5100,3.6855
11069,Miguel Angel Paolino,Mexico,15.6700,16.4535
10292,Anabela Domingues,Brazil,1.3500,1.4175
10496,Anabela Domingues,Brazil,46.7700,49.1085
10606,Anabela Domingues,Brazil,79.4000,83.3700
10830,Anabela Domingues,Brazil,81.8300,85.9215
10834,Anabela Domingues,Brazil,29.7800,31.2690
10839,Anabela Domingues,Brazil,35.4300,37.2015
10574,Helvetius Nagy,USA,37.6000,43.2400
10577,Helvetius Nagy,USA,25.4100,29.2215
10822,Helvetius Nagy,USA,7.0000,8.0500
10367,Palle Ibsen,Denmark,13.5500,14.2275
10399,Palle Ibsen,Denmark,27.3600,28.7280
10465,Palle Ibsen,Denmark,145.0400,152.2920
10591,Palle Ibsen,Denmark,55.9200,58.7160
10602,Palle Ibsen,Denmark,2.9200,3.0660
10688,Palle Ibsen,Denmark,299.0900,314.0445
10744,Palle Ibsen,Denmark,69.1900,72.6495
10769,Palle Ibsen,Denmark,65.0600,68.3130
10921,Palle Ibsen,Denmark,176.4800,185.3040
10946,Palle Ibsen,Denmark,27.2000,28.5600
10994,Palle Ibsen,Denmark,65.5300,68.8065
10251,Mary Saveley,France,41.3400,45.4740
10334,Mary Saveley,France,8.5600,9.4160
10450,Mary Saveley,France,7.2300,7.9530
10459,Mary Saveley,France,25.0900,27.5990
10478,Mary Saveley,France,4.8100,5.2910
10546,Mary Saveley,France,194.7200,214.1920
10806,Mary Saveley,France,22.1100,24.3210
10814,Mary Saveley,France,130.9400,144.0340
10843,Mary Saveley,France,9.2600,10.1860
10850,Mary Saveley,France,49.1900,54.1090
10248,Paul Henriot,France,32.3800,35.6180
10274,Paul Henriot,France,6.0100,6.6110
10295,Paul Henriot,France,1.1500,1.2650
10737,Paul Henriot,France,7.7900,8.5690
10739,Paul Henriot,France,11.0800,12.1880
10301,Rita MÃ¼ller,Germany,45.0800,49.5880
10312,Rita MÃ¼ller,Germany,40.2600,44.2860
10348,Rita MÃ¼ller,Germany,0.7800,0.8580
10356,Rita MÃ¼ller,Germany,36.7100,40.3810
10513,Rita MÃ¼ller,Germany,105.6500,116.2150
10632,Rita MÃ¼ller,Germany,41.3800,45.5180
10640,Rita MÃ¼ller,Germany,23.5500,25.9050
10651,Rita MÃ¼ller,Germany,20.6000,22.6600
10668,Rita MÃ¼ller,Germany,47.2200,51.9420
11046,Rita MÃ¼ller,Germany,71.6400,78.8040
10266,Pirkko Koskitalo,Finland,25.7300,27.0165
10270,Pirkko Koskitalo,Finland,136.5400,143.3670
10320,Pirkko Koskitalo,Finland,34.5700,36.2985
10333,Pirkko Koskitalo,Finland,0.5900,0.6195
10412,Pirkko Koskitalo,Finland,3.7700,3.9585
10416,Pirkko Koskitalo,Finland,22.7200,23.8560
10437,Pirkko Koskitalo,Finland,19.9700,20.9685
10455,Pirkko Koskitalo,Finland,180.4500,189.4725
10526,Pirkko Koskitalo,Finland,58.5900,61.5195
10553,Pirkko Koskitalo,Finland,149.4900,156.9645
10583,Pirkko Koskitalo,Finland,7.2800,7.6440
10636,Pirkko Koskitalo,Finland,1.1500,1.2075
10750,Pirkko Koskitalo,Finland,79.3000,83.2650
10781,Pirkko Koskitalo,Finland,73.1600,76.8180
11025,Pirkko Koskitalo,Finland,29.1700,30.6285
10256,Paula Parente,Brazil,13.9700,14.6685
10420,Paula Parente,Brazil,44.1200,46.3260
10585,Paula Parente,Brazil,13.4100,14.0805
10644,Paula Parente,Brazil,0.1400,0.1470
10803,Paula Parente,Brazil,55.2300,57.9915
10809,Paula Parente,Brazil,4.8700,5.1135
10900,Paula Parente,Brazil,1.6600,1.7430
10905,Paula Parente,Brazil,13.7200,14.4060
10935,Paula Parente,Brazil,47.5900,49.9695
10269,Karl Jablonski,USA,4.5600,5.2440
10344,Karl Jablonski,USA,23.2900,26.7835
10469,Karl Jablonski,USA,60.1800,69.2070
10483,Karl Jablonski,USA,15.2800,17.5720
10504,Karl Jablonski,USA,59.1300,67.9995
10596,Karl Jablonski,USA,16.3400,18.7910
10693,Karl Jablonski,USA,139.3400,160.2410
10696,Karl Jablonski,USA,102.5500,117.9325
10723,Karl Jablonski,USA,21.7200,24.9780
10740,Karl Jablonski,USA,81.8800,94.1620
10861,Karl Jablonski,USA,14.9300,17.1695
10904,Karl Jablonski,USA,162.9500,187.3925
11032,Karl Jablonski,USA,606.1900,697.1185
11066,Karl Jablonski,USA,44.7200,51.4280
10615,Matti Karttunen,Finland,0.7500,0.7875
10673,Matti Karttunen,Finland,22.7600,23.8980
10695,Matti Karttunen,Finland,16.7200,17.5560
10873,Matti Karttunen,Finland,0.8200,0.8610
10879,Matti Karttunen,Finland,8.5000,8.9250
10910,Matti Karttunen,Finland,38.1100,40.0155
11005,Matti Karttunen,Finland,0.7500,0.7875
10374,Zbyszek Piestrzeniewicz,Poland,3.9400,4.1370
10611,Zbyszek Piestrzeniewicz,Poland,80.6500,84.6825
10792,Zbyszek Piestrzeniewicz,Poland,23.7900,24.9795
10870,Zbyszek Piestrzeniewicz,Poland,12.0400,12.6420
10906,Zbyszek Piestrzeniewicz,Poland,26.2900,27.6045
10998,Zbyszek Piestrzeniewicz,Poland,20.3100,21.3255
11044,Zbyszek Piestrzeniewicz,Poland,8.7200,9.1560
